Frame,Overall_X,Overall_Y,Overall_Z,Overall_RotX,Overall_RotY,Overall_RotZ,Head_X,Head_Y,Head_Z,Head_RotX,Head_RotY,Head_RotZ,LeftShoulder_X,LeftShoulder_Y,LeftShoulder_Z,LeftShoulder_RotX,LeftShoulder_RotY,LeftShoulder_RotZ,RightShoulder_X,RightShoulder_Y,RightShoulder_Z,RightShoulder_RotX,RightShoulder_RotY,RightShoulder_RotZ,LeftHand_X,LeftHand_Y,LeftHand_Z,LeftHand_RotX,LeftHand_RotY,LeftHand_RotZ,RightHand_X,RightHand_Y,RightHand_Z,RightHand_RotX,RightHand_RotY,RightHand_RotZ,LeftElbow_X,LeftElbow_Y,LeftElbow_Z,LeftElbow_RotX,LeftElbow_RotY,LeftElbow_RotZ,RightElbow_X,RightElbow_Y,RightElbow_Z,RightElbow_RotX,RightElbow_RotY,RightElbow_RotZ,LeftFoot_X,LeftFoot_Y,LeftFoot_Z,LeftFoot_RotX,LeftFoot_RotY,LeftFoot_RotZ,RightFoot_X,RightFoot_Y,RightFoot_Z,RightFoot_RotX,RightFoot_RotY,RightFoot_RotZ,LeftKnee_X,LeftKnee_Y,LeftKnee_Z,LeftKnee_RotX,LeftKnee_RotY,LeftKnee_RotZ,RightKnee_X,RightKnee_Y,RightKnee_Z,RightKnee_RotX,RightKnee_RotY,RightKnee_RotZ,LeftHip_X,LeftHip_Y,LeftHip_Z,LeftHip_RotX,LeftHip_RotY,LeftHip_RotZ,RightHip_X,RightHip_Y,RightHip_Z,RightHip_RotX,RightHip_RotY,RightHip_RotZ
21,0.004525363,0.002296282,0.007668295,0,353.6125,0,-0.001101024,1.483663,-0.1751272,1.669318,352.9678,3.613206,-0.07470858,1.409206,-0.1829639,56.56558,32.25657,119.8418,0.07214764,1.41983,-0.1589736,60.59143,316.7002,240.0101,-0.2504701,0.9129034,-0.04046149,359.9,108.3753,157.7588,0.2681555,0.9154587,-0.09339788,359.5859,238.6137,190.1447,-0.2467881,1.132946,-0.1207798,7.19526,107.5877,161.2121,0.2592656,1.146802,-0.129059,6.097588,241.7429,186.6688,-0.1154104,0.123632,0.2301141,285.5253,338.7097,184.7017,0.1141337,0.1271194,0.2180894,286.0844,5.102236,178.3601,-0.1065792,0.5039495,0.2058555,356.3021,357.7971,178.8137,0.1189394,0.5070003,0.1840047,354.823,352.8406,179.9219,-0.08845681,0.8939125,0.06573194,340.1443,357.2899,178.4144,0.1131287,0.9100757,0.0872786,346.7496,351.8176,182.6986
22,0.004525363,0.002296282,0.007668295,0,353.6125,0,-0.001101024,1.483663,-0.1751272,1.669318,352.9678,3.613206,-0.07470858,1.409206,-0.1829639,56.56558,32.25657,119.8418,0.07214764,1.41983,-0.1589736,60.59143,316.7002,240.0101,-0.2504701,0.9129034,-0.04046149,359.9,108.3753,157.7588,0.2681555,0.9154587,-0.09339788,359.5859,238.6137,190.1447,-0.2467881,1.132946,-0.1207798,7.19526,107.5877,161.2121,0.2592656,1.146802,-0.129059,6.097588,241.7429,186.6688,-0.1154104,0.123632,0.2301141,285.5253,338.7097,184.7017,0.1141337,0.1271194,0.2180894,286.0844,5.102236,178.3601,-0.1065792,0.5039495,0.2058555,356.3021,357.7971,178.8137,0.1189394,0.5070003,0.1840047,354.823,352.8406,179.9219,-0.08845681,0.8939125,0.06573194,340.1443,357.2899,178.4144,0.1131287,0.9100757,0.0872786,346.7496,351.8176,182.6986
23,0.004783496,0.004505903,0.006933421,0,352.3301,0,-0.002286243,1.487253,-0.1677625,8.183452,353.0269,3.950537,-0.07479969,1.412336,-0.1796503,57.57087,32.16124,121.6275,0.07143819,1.424155,-0.152633,63.3904,320.8787,243.9246,-0.2619828,0.9143376,-0.04232066,0.4548041,101.0774,159.5262,0.2871397,0.929305,-0.1236467,359.5785,242.7539,185.9032,-0.2446547,1.136371,-0.1150141,6.673211,96.93417,162.5968,0.2678886,1.16193,-0.1432837,6.300385,245.3694,182.4044,-0.1184341,0.1245576,0.2282831,285.4865,339.6617,183.6118,0.108157,0.1279524,0.2195298,285.9866,7.649374,175.8676,-0.1044266,0.5048438,0.2060579,356.6169,358.9406,177.9563,0.1175663,0.5064984,0.1736079,352.9474,350.8815,179.6977,-0.08697837,0.8932264,0.06152895,339.5157,357.8171,178.3517,0.1137758,0.9121145,0.08804783,348.4079,348.8242,182.807
24,0.00423759,0.005051984,0.006774186,0,352.3952,0,-0.00393438,1.488021,-0.1658062,9.574621,353.3797,4.014823,-0.07630674,1.413112,-0.17844,58.08447,32.17867,121.7555,0.06994538,1.425031,-0.1515441,64.3093,323.1563,245.6411,-0.275151,0.9168925,-0.04027241,1.521194,98.94107,159.6609,0.297236,0.9350471,-0.1348015,0.3657429,244.565,184.4184,-0.2511049,1.138516,-0.1123041,7.484504,94.08492,162.5798,0.2719069,1.167438,-0.1497469,7.150795,247.0036,180.9447,-0.1183348,0.1245864,0.2281677,285.5012,339.7101,183.5391,0.1090191,0.1284024,0.2197372,286.1485,6.279031,177.0233,-0.1034117,0.5048585,0.2062992,356.6812,359.2901,177.7973,0.1168063,0.5072775,0.1762923,353.3556,350.4586,179.9282,-0.08700228,0.8926323,0.06002443,339.2757,358.2136,178.364,0.1137155,0.9119806,0.08648626,347.8161,348.4835,182.8979
25,0.003775103,0.005554233,0.00658235,0,352.4951,0,-0.004874904,1.488682,-0.1639013,10.69279,353.6626,3.994692,-0.07723525,1.413894,-0.1771915,58.69598,31.87061,121.5206,0.06905742,1.425688,-0.1504611,65.11852,325.4423,247.3744,-0.2930117,0.92134,-0.03727525,3.163811,96.73913,159.5229,0.3068914,0.940654,-0.1453794,1.190078,246.4377,183.0888,-0.2601111,1.141742,-0.109554,8.95202,91.44988,162.2495,0.2758735,1.172599,-0.155874,8.027631,248.7171,179.638,-0.1186192,0.124893,0.228074,285.6942,340.6288,182.727,0.1101189,0.1284343,0.2199712,286.093,5.610072,177.5097,-0.1024685,0.5051692,0.2071662,356.844,359.7867,177.5834,0.1168895,0.5073671,0.1768592,353.4309,350.3677,180.0809,-0.0873117,0.8921723,0.05873073,338.9768,358.7242,178.3631,0.1134191,0.9116122,0.08502653,347.543,348.5091,182.9998
26,0.003291884,0.006060177,0.006426173,0,352.6138,0,-0.005086049,1.489197,-0.1622947,11.67224,353.8644,3.880027,-0.07755638,1.414662,-0.1762621,59.44814,31.24448,120.946,0.06879486,1.426077,-0.1496881,65.88165,327.7189,249.1035,-0.3162327,0.9281751,-0.03442449,5.446002,94.34052,159.1533,0.3158982,0.9460294,-0.1561684,2.001535,248.4227,181.8825,-0.2718245,1.146339,-0.107336,11.13835,88.86366,161.6438,0.2796919,1.177379,-0.1622326,8.883496,250.5565,178.4505,-0.1189607,0.1256597,0.2280732,286.1515,342.7166,181.1169,0.1115841,0.1285315,0.2204415,286.0305,5.327047,177.5771,-0.1011302,0.5059429,0.208716,357.117,0.6581419,177.2857,0.1164976,0.5078804,0.1808835,354.0046,351.019,180.1986,-0.08807296,0.8916835,0.05683475,338.494,359.4763,178.3879,0.1127219,0.91069,0.08295795,346.6594,349.2999,183.027
27,0.002595787,0.006645895,0.006414843,0,352.7553,0,-0.005066215,1.489864,-0.1597694,12.7074,353.996,3.687567,-0.07772055,1.415712,-0.1746466,60.48557,30.34147,120.0885,0.06870125,1.426521,-0.1482083,66.79429,330.2077,251.0038,-0.3476612,0.9389362,-0.03215324,8.661695,91.5838,158.5978,0.3247863,0.9522445,-0.1686483,2.866837,250.8275,180.542,-0.2878233,1.153292,-0.1053287,14.31986,86.09646,160.791,0.2832919,1.182784,-0.169193,9.794736,252.7976,177.1244,-0.1198514,0.126879,0.2283629,286.9897,345.669,178.8772,0.1140655,0.1285642,0.2210549,286.1174,4.658648,177.9272,-0.09980373,0.5071608,0.2112802,357.5174,1.679492,176.9112,0.1164662,0.5084,0.1862184,354.7621,351.7748,180.3917,-0.08927571,0.8908647,0.05413521,337.736,0.3017506,178.4312,0.1116168,0.9091054,0.08005312,345.4741,350.281,183.1392
28,0.001493859,0.007233177,0.006692164,0,352.8852,0,-0.005473905,1.490815,-0.1556055,13.71205,354.0534,3.486132,-0.07828948,1.417089,-0.1716345,61.72631,29.47833,119.2793,0.06819487,1.427238,-0.1452814,67.84696,332.4532,252.7384,-0.3827264,0.9525962,-0.03188632,12.41171,89.13319,158.155,0.3315143,0.9590463,-0.18218,3.629376,253.4565,179.0266,-0.3060202,1.161898,-0.1039447,18.08867,83.7206,160.0286,0.2853833,1.188615,-0.1758017,10.60509,255.2394,175.6122,-0.1207522,0.1282862,0.229033,287.7113,348.8959,176.6998,0.1164631,0.1283,0.2219474,286.1315,4.761423,177.5605,-0.09896046,0.5085812,0.2145942,357.9762,2.592257,176.6278,0.1169036,0.5084401,0.1905166,355.3039,352.6269,180.5403,-0.09079505,0.8895575,0.05081229,336.7543,0.8294638,178.5445,0.1101953,0.9069676,0.07654206,344.3489,351.313,183.2975
29,0.0002205737,0.00779172,0.007082573,0,352.9819,0,-0.005968683,1.491925,-0.1502314,14.63262,354.0541,3.277637,-0.07892672,1.418667,-0.1676014,63.08924,28.7657,118.6309,0.06760753,1.428108,-0.1412628,68.98242,334.1808,254.0917,-0.4176034,0.9680716,-0.03459526,16.44724,87.42525,158.1326,0.3363177,0.9662829,-0.1970912,4.264632,256.0289,177.2336,-0.3242585,1.171501,-0.1037814,22.18133,82.09363,159.6763,0.2863576,1.194654,-0.1822201,11.29124,257.5894,173.8092,-0.1219766,0.1300002,0.2304799,288.4918,351.6855,175.0025,0.1186947,0.1278137,0.2225285,286.2081,4.918442,177.1004,-0.09843533,0.5102722,0.2183653,358.387,3.373305,176.3581,0.1169993,0.5081927,0.194184,355.8003,353.056,180.7676,-0.09235953,0.8878407,0.04678694,335.5827,1.21844,178.6568,0.1087193,0.9043748,0.07240296,343.2287,351.8958,183.5079
30,-0.001412903,0.008411752,0.00748015,0,353.047,0,-0.006631724,1.493431,-0.1424269,15.63437,354.01,3.025517,-0.07974769,1.420799,-0.1615923,64.81735,28.17445,118.1325,0.06682854,1.429324,-0.1351747,70.41537,335.4351,255.0733,-0.4558781,0.9875628,-0.04151176,21.26607,86.41241,158.8996,0.340585,0.9759678,-0.2163935,4.951142,258.6993,174.6383,-0.3444245,1.183592,-0.1050259,27.13168,81.21813,160.0886,0.2867703,1.202354,-0.1894877,12.04023,259.9375,171.1855,-0.1233478,0.1319181,0.2317804,289.6634,354.1012,173.7747,0.121461,0.1269154,0.2218937,286.4074,4.852247,176.8139,-0.09767265,0.5121152,0.2218457,358.7954,4.272463,176.0372,0.1160835,0.5075194,0.1972725,356.4283,352.8259,181.2634,-0.09436686,0.8855237,0.04132034,334.2213,1.740177,178.7862,0.1068013,0.9009449,0.06692874,342.0214,351.763,183.8535
31,-0.002935589,0.009018384,0.007623952,0,353.0995,0,-0.00695093,1.495013,-0.1332603,16.5443,353.9692,2.741225,-0.08027164,1.423152,-0.1544064,66.70284,27.8362,117.8672,0.06634954,1.430574,-0.1279057,71.97314,335.9593,255.4302,-0.4910033,1.008444,-0.052434,26.1228,86.42178,160.7336,0.3443666,0.988437,-0.2403459,5.658307,261.0657,171.1844,-0.3628871,1.196607,-0.1077943,32.19658,81.46122,161.6461,0.287072,1.211591,-0.198033,12.80889,261.8707,167.6779,-0.1249033,0.1336143,0.2328295,290.8428,356.1404,172.9745,0.124025,0.1258803,0.2206597,286.6398,5.092416,176.276,-0.09664714,0.5136488,0.2237054,359.0275,5.346557,175.6394,0.1144996,0.5066099,0.1994776,357.0328,352.3941,181.8397,-0.09640966,0.8830047,0.03499831,332.96,2.472223,178.8427,0.1048551,0.8970999,0.06061175,340.8197,351.3437,184.2101
32,-0.004323121,0.009654759,0.007338909,0,353.188,0,-0.006598208,1.496544,-0.122596,17.37775,353.9874,2.377005,-0.08025458,1.425708,-0.1459134,68.8569,27.66423,117.7045,0.06643921,1.431679,-0.1194477,73.72651,335.855,255.1865,-0.5242611,1.032268,-0.06713425,31.18904,87.78929,164.0484,0.3480759,1.006112,-0.2710853,6.517209,263.2531,166.5612,-0.3801922,1.211517,-0.1118286,37.55711,83.25861,164.832,0.287535,1.223696,-0.2089382,13.71013,263.4713,162.9639,-0.1267465,0.1349088,0.2330233,291.9438,357.5948,172.6817,0.1268956,0.124887,0.2194597,286.821,5.279883,175.8049,-0.09559287,0.5147033,0.2233589,359.083,6.4935,175.1775,0.1121871,0.5056027,0.2011935,357.5995,351.7287,182.582,-0.09865043,0.8803092,0.02750911,331.843,3.419972,178.8076,0.1027472,0.8926481,0.05298412,339.5003,350.6528,184.6193
33,-0.005332893,0.01026352,0.006573772,0,353.3042,0,-0.005256718,1.497774,-0.1114422,18.07264,354.0719,1.938451,-0.07939024,1.42819,-0.1369355,71.13077,27.49828,117.5065,0.06739121,1.432394,-0.1106166,75.52528,335.0271,254.2106,-0.5521611,1.057194,-0.08396938,35.75889,90.25941,168.6399,0.3510933,1.028576,-0.3044541,7.422079,264.9705,161.2502,-0.3943202,1.227212,-0.1165807,42.4452,86.41719,169.57,0.2881904,1.238035,-0.220547,14.60617,264.5082,157.5264,-0.128971,0.1353439,0.2317569,292.7502,358.7763,172.6844,0.1294773,0.1240521,0.2183751,286.8173,4.959036,175.8414,-0.09522616,0.5148631,0.220171,358.9451,7.653748,174.7337,0.1105853,0.5046797,0.2022441,358.0208,351.4785,183.1671,-0.1009947,0.877806,0.01948907,331.0787,4.412532,178.6615,0.100554,0.8880106,0.04471269,338.1511,350.4775,184.9754
34,-0.005832588,0.01092795,0.005300139,0,353.4616,0,-0.002458283,1.498657,-0.09819758,18.76744,354.239,1.351705,-0.07729627,1.430799,-0.1261873,73.87727,27.11559,117.0676,0.06958508,1.43261,-0.1001538,77.62933,333.12,252.0872,-0.5777649,1.086999,-0.1044954,40.16791,94.23621,175.2858,0.3531561,1.060124,-0.3428074,8.403241,266.3973,154.6126,-0.4066379,1.246011,-0.1222265,47.17294,91.59638,176.8296,0.2889783,1.256993,-0.2332884,15.48907,265.0838,150.7054,-0.1319428,0.1349902,0.2296019,293.1719,0.0747325,173.0392,0.1329311,0.1232021,0.2166286,286.6716,4.302541,176.0804,-0.09604988,0.5141597,0.2137904,358.4943,9.053073,174.2888,0.1119406,0.5038019,0.202571,358.3313,352.2234,183.4117,-0.10381,0.8752271,0.009819201,330.5608,5.497656,178.3674,0.09791183,0.8825703,0.03465127,336.5839,351.5477,185.3368
35,-0.006059155,0.01145887,0.004112957,0,353.6075,0,0.000106873,1.498913,-0.0867663,19.27487,354.4417,0.8700976,-0.07534659,1.432637,-0.1168409,76.25771,26.6773,116.583,0.07160267,1.432354,-0.09113133,79.47419,331.1542,249.8726,-0.5943497,1.111876,-0.1220322,42.96434,98.18521,181.691,0.3540137,1.090924,-0.372153,9.337777,267.2857,148.9431,-0.4142807,1.261662,-0.1268064,50.13001,96.91949,184.1501,0.2893929,1.274805,-0.2422213,16.26343,265.2516,144.8571,-0.1338249,0.1340398,0.2278539,293.0008,1.024885,173.432,0.1358742,0.1227607,0.2153529,286.4227,3.766452,176.2446,-0.09743766,0.512902,0.2067041,357.8211,10.13821,174.0459,0.1142735,0.5033557,0.2021101,358.412,353.0989,183.4622,-0.1062445,0.8732287,0.001469376,330.3675,6.289589,178.103,0.09559855,0.8781424,0.02591287,335.2932,352.7574,185.6396
36,-0.006561738,0.01205411,0.002478272,0,353.8186,0,0.003133665,1.498443,-0.06973453,19.95632,354.7821,0.2857459,-0.07311382,1.434512,-0.102773,79.72222,25.99973,115.8625,0.07389677,1.431365,-0.07761087,82.26587,327.74,246.0302,-0.6121538,1.14667,-0.1457569,45.60978,104.1451,191.3806,0.352692,1.138567,-0.4058695,10.91796,268.3567,141.2354,-0.4223156,1.283273,-0.1321634,52.74421,105.2271,195.5939,0.2884631,1.301579,-0.2503958,17.51531,265.3615,136.8646,-0.1360986,0.131781,0.2232661,292.2372,3.058564,173.1031,0.1399004,0.1224372,0.2128927,286.0474,2.7562,176.7152,-0.09965353,0.5101437,0.1946088,356.8699,11.67312,173.7515,0.1178504,0.5030193,0.2000266,358.4074,354.2231,183.492,-0.109761,0.8704711,-0.01056491,330.3906,7.37808,177.7445,0.0922071,0.8722385,0.01326773,333.595,354.3434,186.0824
37,-0.007133945,0.01207803,0.001271711,0,354.0424,0,0.006126878,1.496394,-0.05149373,20.58793,355.1308,359.7265,-0.0708946,1.435048,-0.08754428,83.38148,24.28616,114.1251,0.07613271,1.428977,-0.06302344,85.28466,321.5674,239.3195,-0.6236716,1.18092,-0.1680944,46.95932,109.8373,201.1638,0.3480714,1.187479,-0.4298657,12.82774,269.4301,134.0894,-0.4269867,1.304096,-0.1360554,53.73151,113.351,207.2792,0.2858047,1.328038,-0.2531272,19.01017,265.569,129.3953,-0.1379621,0.1294981,0.2187488,291.3894,5.128539,172.5173,0.1434838,0.1220174,0.209869,285.7614,1.551641,177.4417,-0.1023519,0.5072714,0.1823217,355.8397,13.00539,173.539,0.1214929,0.5025937,0.1967319,358.3004,355.3031,183.4558,-0.1134595,0.8674889,-0.02299289,330.3839,8.304019,177.4212,0.08858787,0.8661124,0.0001850812,331.9556,355.8476,186.5169
38,-0.007498782,0.01132193,0.000835012,0,354.2655,0,0.009302903,1.492644,-0.03263464,21.16005,355.4066,359.1443,-0.06846415,1.434054,-0.07159476,87.04156,17.00503,106.8347,0.07852568,1.425052,-0.04775974,88.21097,297.0487,214.1916,-0.6289116,1.212596,-0.1871818,47.31119,114.5246,210.0264,0.3412264,1.231472,-0.4430053,15.05112,270.5148,128.0684,-0.4282169,1.322875,-0.1377488,53.49137,120.0413,217.7004,0.2820874,1.350811,-0.2503107,20.80406,265.9385,123.0245,-0.1384751,0.1279877,0.2151821,290.9906,6.105455,172.3445,0.1467881,0.1208607,0.2043643,285.8308,0.1181769,178.6478,-0.1045651,0.5052122,0.1720585,354.8787,13.77677,173.4922,0.1251268,0.501482,0.1920024,358.3484,356.3943,183.366,-0.1171872,0.864407,-0.03495357,330.1119,8.974439,177.2604,0.08488802,0.8598782,-0.01242916,330.5625,357.238,186.9333
39,-0.007546377,0.009598965,0.0009482457,0,354.4987,0,0.01315626,1.486638,-0.01392284,21.66828,355.5793,358.4611,-0.06539224,1.431066,-0.05568187,88.81123,250.2825,340.0981,0.08149946,1.418961,-0.03262887,87.87745,182.8583,99.33853,-0.6284156,1.241953,-0.2049764,47.0244,118.1524,218.026,0.3333624,1.26848,-0.4482879,17.40236,271.516,123.0614,-0.426075,1.339594,-0.1385822,52.48615,125.1619,226.8098,0.278203,1.368741,-0.243897,22.74438,266.3488,117.6525,-0.1383219,0.1272399,0.2125535,290.7863,6.455837,172.3334,0.1494013,0.1209891,0.2048817,285.4425,358.5602,180.0444,-0.1058545,0.5038189,0.1631368,353.9622,14.34563,173.4173,0.1282572,0.501514,0.1891267,357.7774,357.3719,183.283,-0.1210388,0.8608292,-0.04745113,329.52,9.723299,177.1532,0.08101353,0.8529285,-0.02566423,328.7262,358.46,187.3451
40,-0.007114638,0.00617846,0.00160769,0,354.7858,0,0.01867813,1.477524,0.008474688,22.15118,355.6369,357.5085,-0.06082817,1.425719,-0.03625761,84.62299,220.822,310.6012,0.0858648,1.409818,-0.01426974,84.24435,162.8532,78.53419,-0.6212792,1.273494,-0.222443,46.34467,120.9757,226.089,0.3244423,1.301773,-0.445942,20.05634,272.5163,118.4359,-0.419594,1.356778,-0.1371763,50.9465,129.1268,235.65,0.2743919,1.383408,-0.2321635,24.97617,266.7964,112.6098,-0.1379576,0.1252648,0.2086269,290.8461,6.946145,172.2573,0.152019,0.119324,0.2003707,285.623,357.0205,181.4838,-0.1072553,0.5009163,0.1516074,352.8813,15.27735,173.2746,0.1316731,0.499842,0.1834423,357.5357,358.4621,183.1248,-0.1255146,0.8567666,-0.06069255,329.2221,10.84626,176.9573,0.07643858,0.8446795,-0.03993077,327.0882,359.8076,187.7612
41,-0.006189027,0.001330481,0.003058959,0,355.0845,0,0.02434015,1.465939,0.02914867,22.48653,355.5801,356.4861,-0.05608496,1.417818,-0.01803159,80.62357,218.0193,307.7314,0.09034688,1.398292,0.002742676,80.74593,158.6786,73.59135,-0.6090528,1.298798,-0.2366607,45.65096,122.3491,232.504,0.3171884,1.3236,-0.438845,22.5291,273.2496,115.0004,-0.4103262,1.369165,-0.1344851,49.50491,131.1503,242.4491,0.2716379,1.390735,-0.2190986,27.10767,267.0978,108.7822,-0.1369682,0.1243852,0.2058101,290.879,6.994767,172.3908,0.1547179,0.1180651,0.1959533,285.8413,355.3439,183.0916,-0.1053666,0.4992695,0.1444015,352.4083,16.42747,172.8148,0.134276,0.4986227,0.1800615,357.651,359.217,183.1044,-0.1298216,0.8519347,-0.07253919,328.3831,12.46614,176.828,0.07196627,0.8357719,-0.05297774,325.2614,0.7055488,188.2429
42,-0.004879927,-0.005085611,0.005379457,0,355.4081,0,0.02957868,1.451398,0.04816881,22.69752,355.4817,355.4717,-0.05169692,1.40677,-0.0009825318,76.97522,216.9738,306.5782,0.09445011,1.383942,0.01838528,77.49216,157.1642,71.35112,-0.5933156,1.317287,-0.2485603,45.04238,122.6988,237.7168,0.3121003,1.335965,-0.4294218,24.73523,273.6314,112.3397,-0.3993881,1.376106,-0.1310184,48.27721,131.8686,247.8368,0.2699534,1.391597,-0.2058168,29.0322,267.1249,105.7611,-0.1354421,0.1252131,0.202001,290.9465,6.920065,172.6429,0.1577909,0.1186451,0.1910541,286.0844,353.5611,184.875,-0.1000064,0.5003346,0.1442433,353.1825,17.03003,172.342,0.1366499,0.4993697,0.1812346,358.5384,359.7149,183.1845,-0.1338643,0.8453399,-0.08348255,326.3939,13.67832,177.1044,0.06772035,0.8254115,-0.0653514,322.7523,1.138397,188.8833
43,-0.003656327,-0.01393793,0.008270608,0,355.7927,0,0.03413272,1.432938,0.06691773,22.80473,355.4017,354.4772,-0.04795999,1.391712,0.0161457,73.48505,216.1583,305.616,0.09790438,1.365871,0.0337811,74.29739,156.7093,70.15704,-0.5739771,1.329671,-0.25932,44.52313,122.2214,242.2609,0.3091206,1.340958,-0.4181716,26.68336,273.6003,110.0376,-0.3868765,1.377632,-0.1267433,47.24288,131.6054,252.4488,0.2691709,1.38668,-0.1919329,30.72399,266.7787,103.124,-0.13383,0.1265378,0.1979187,290.9362,6.873448,172.8617,0.1613509,0.1200535,0.1854904,286.4209,351.5754,186.8752,-0.09401489,0.502339,0.1479592,354.5057,16.98691,172.0574,0.1385233,0.5008059,0.1844921,359.8517,359.969,183.4311,-0.1378947,0.8361598,-0.09426449,323.6607,14.26034,177.6318,0.0634788,0.8128216,-0.07794592,319.7821,1.108473,189.7147
44,-0.003134822,-0.02555548,0.01138222,0,356.1948,0,0.03725198,1.410857,0.08503971,22.86226,355.3683,353.624,-0.04553815,1.372732,0.03296428,70.31567,215.0538,304.3812,0.100091,1.344443,0.04868093,71.28893,157.19,69.94487,-0.5522966,1.334507,-0.2688515,44.0864,121.0181,246.0889,0.30951,1.33905,-0.4057215,28.0542,272.9268,107.9329,-0.373855,1.372816,-0.1219686,46.43189,130.5056,256.2753,0.2698157,1.376191,-0.177872,31.85229,265.8435,100.7583,-0.1321115,0.1267337,0.1931928,290.7395,6.553891,173.276,0.1642228,0.1210911,0.1800503,286.813,349.9366,188.6528,-0.09119206,0.5036521,0.1536218,355.935,15.96899,172.4285,0.138982,0.501606,0.1881595,1.215656,0.07849569,183.7959,-0.1417352,0.8242018,-0.1046946,320.6382,13.66801,178.3522,0.05945981,0.7981558,-0.09039703,316.7014,0.6503642,190.6136
45,-0.002896747,-0.03933192,0.01430716,0,356.4718,0,0.03921311,1.38641,0.1015324,22.88862,355.3017,352.948,-0.04406731,1.350973,0.0483273,67.63309,213.5658,302.897,0.1013556,1.320801,0.06236118,68.71249,158.7951,71.063,-0.52978,1.33198,-0.2772255,43.7601,119.3511,249.1654,0.3156542,1.330917,-0.3927396,28.39141,271.3958,105.919,-0.3610162,1.362195,-0.1175714,45.8732,128.8833,259.3251,0.2735013,1.360754,-0.164259,31.95538,264.1416,98.63417,-0.1304049,0.126194,0.1881113,290.7488,6.665252,173.5049,0.166595,0.1214377,0.174722,287.2328,348.3595,190.3885,-0.09025709,0.5042206,0.159973,357.4435,14.88811,173.0645,0.1384789,0.5014518,0.1918449,2.572727,0.09733041,184.2315,-0.1451325,0.8102264,-0.1145871,317.5499,12.64892,179.0912,0.05587669,0.781948,-0.1020226,313.6849,359.8685,191.5884
46,-0.002375769,-0.05537372,0.01694962,0,356.5389,0,0.0409197,1.359206,0.1167019,22.81799,355.1377,352.3411,-0.04267287,1.326263,0.06236701,65.29404,211.7465,301.3082,0.1025072,1.294401,0.07512217,66.52766,161.6056,73.65288,-0.5054949,1.323643,-0.2855469,43.60088,117.33,251.7804,0.3289438,1.316183,-0.3788976,27.42035,269.0068,103.9183,-0.3474432,1.346659,-0.11416,45.57217,126.9018,261.9322,0.2814609,1.339753,-0.1507303,30.75377,261.6942,96.72394,-0.1298839,0.1259069,0.184241,290.678,6.898795,173.4617,0.1677346,0.1211492,0.169963,287.5308,347.0029,192.0148,-0.08841251,0.5044031,0.1661128,358.8842,14.23784,173.2724,0.1379041,0.5005528,0.1956067,3.845341,0.2725959,184.5038,-0.1482627,0.7942479,-0.1244766,314.3328,12.18636,179.6077,0.05248271,0.7636635,-0.1131573,310.5698,359.0496,192.6139
47,-0.001507396,-0.07499745,0.01946876,0,356.3208,0,0.04280034,1.326676,0.132085,22.59169,354.8252,351.6664,-0.04095832,1.296443,0.07641289,63.02929,209.3788,299.5155,0.103854,1.262631,0.08829702,64.45478,165.8549,78.00933,-0.4766964,1.309677,-0.29485,43.63499,114.843,254.3268,0.3504429,1.290884,-0.3623788,24.84709,265.8276,102.0594,-0.3315021,1.325376,-0.1116678,45.52541,124.4789,264.5114,0.2945126,1.309625,-0.1356829,27.96874,258.5835,95.19745,-0.1287401,0.1263655,0.1804151,290.6305,6.940195,173.5961,0.1691229,0.120971,0.16501,287.7859,345.4513,193.8095,-0.08502324,0.5049489,0.1719785,0.3476182,13.87997,173.3015,0.1369535,0.4994517,0.1998251,5.213043,0.5029539,184.8838,-0.1520927,0.7753084,-0.135335,310.6801,12.01974,180.2212,0.04817903,0.741504,-0.1248118,307.0112,357.8529,194.0831
48,-0.0005633118,-0.09322851,0.02119071,0,355.9458,0,0.04519707,1.296979,0.1443087,22.26517,354.534,351.0396,-0.03863618,1.269177,0.08746341,61.32494,206.9315,297.8024,0.1057469,1.23342,0.09887107,62.79242,170.5984,83.05809,-0.4508021,1.293827,-0.3020485,43.76575,112.6549,256.2337,0.3728603,1.259259,-0.3476928,21.40408,263.0884,101.0949,-0.3169416,1.30391,-0.1100504,45.64786,122.3585,266.4701,0.3086832,1.276714,-0.1230884,24.41849,255.9977,94.69406,-0.1279051,0.1273285,0.1765529,290.6814,7.150503,173.5567,0.1693799,0.1208001,0.160208,287.8933,344.5103,194.9774,-0.08217888,0.5057681,0.1759854,1.559601,13.73257,173.2879,0.1355955,0.4983308,0.2029131,6.381488,0.8099676,185.172,-0.1559253,0.7586431,-0.1444046,307.5695,12.04946,180.7236,0.04370269,0.7210747,-0.1344297,303.8885,356.7661,195.4987
